sno,recoding_url,user,human_transcribe,nemo_transcribe,deepgram_transcribe,Nemo,Deepgram
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635884981.2571-in_2.wav,m.aqib,I can suck my deck ,i can stuck my deck,Like you to fuck my debt,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062509.261242-in_18.wav,m.aqib,i can talk I can talk with you scambling of all over the place just sound stupid,i can te can talk a u the stumble of all over the place just sound stupid,I can tell i can talk because youre this stumbling out All over the place Just sounds stupid,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_5.wav,m.aqib,I cant deal thank right,i cant been thankright,I cant be Bankruptcy right,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048080.38336-in_15.wav,m.aqib,i cant pay and take care of robert sad,i cant pay and take care of robert sad,I couldnt pay it take Care i said,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635890831.3066-in_4.wav,m.aqib,I cant understand what youre saying,i cant understand what youre saying,I cant understand what youre saying,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_52.wav,m.aqib,i did not have the dialing phone numbers can you give me your phone number let me call you back,i didnt have the allaying bone numbers can you give me your phone number let me call you back,I didnt have the dialing phone numbers Could you give me your phone number Let me call you back,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634940601.34466-in_8.wav,m.aqib,i didnt get that can you repeat,i didnt get that can you repeat,I didnt get that You repeat,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635874746.35051-in_7.wav,m.aqib,i didnt know I owed everything,i didnt know i owed anything,I didnt know I ordered everything anything,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_3.wav,m.aqib,i didnt know that my god that sounds important,i didnt know that my god that sounds important,I didnt know that My god At sounds important,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636826981.162895-in_2.wav,m.aqib,i do as a matter of fact,i do as a matter of fact,I do As a matter of fact,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635805851.37901-in_9.wav,m.aqib,i do it,i do it,and do it,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635457386.3548-in_1.wav,m.aqib,i do not any debt,i do not en debt,I do not end debt,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636400929.86276-in_1.wav,m.aqib,I do not have any debts that I need to have relief isnt that great,i do not have any debts that i need to have relief isnt that great,I do not have any debts that I need to have relief Isnt that great,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635020393.65753-in_2.wav,m.aqib,i do not have credit card,i do not hive credit card,I do not have credit card,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635537981.103833-in_4.wav,m.aqib,i do not need your help please,i do not need your help please,I do not need your help please,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_1.wav,m.aqib,i do rather speak to a human being,id rather speak to a human being,Id rather speak to a human being,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635867255.3826-in_2.wav,m.aqib,i dont  have a credit card,i dont o have a credit card,I dont i have a credit card,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_27.wav,m.aqib,i dont asswhole talk,only ha sole talk,ask thoughts,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635961026.7384-in_3.wav,m.aqib,i dont believe i do,i dont believe i do,I dont believe I know,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636993001.93980-in_4.wav,m.aqib,i dont believe i have anything,i dont believe i have anything,I dont believe I have anything,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_42.wav,m.aqib,I dont even I I dont,i dont even i i dont,I dont even I I dont,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636407689.135236-in_8.wav,m.aqib,i dont even never cry cortex cope index,i dont even never cry cortex cope index,I dont even have I that,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_69.wav,m.aqib,I dont fee any any of being date on the back i if have it was issued seven twenty one,i dont fee any any of being date on the back i if have it was issued seven twenty one,I see any end date on the back I guess have It was just seven twenty one,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_6.wav,m.aqib,i dont fucking care the reason,i dont fucking care the reason,I dont fucking care of the reason,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_4.wav,m.aqib,i dont give out my namesto people i really dont know,i dont give out my means to people i really dont know,I dont give out my name to people I really dont know,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635869921.13229-in_3.wav,m.aqib,i dont had no credit card yeah I talk to you are ,i dont had no quiet art,I dont have no bags ours Yeah I i cost that,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636404880.46379-in_6.wav,m.aqib,i dont have a credit card  yet thats why i dont have debt,i dont have a cedicart er if why i dont have that,I dont have a good you card Yes If fine I dont know that,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636399473.97416-in_1.wav,m.aqib,i dont have a credit card my debt rural paid off,i dont have a credit card my debt rural paid wolf,I dont have a credit card My death paid off,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636400274.32912-in_2.wav,m.aqib,i dont have a credit card so no i dont,i dont have a credit card so no i dont,I have a credit card So no I dont,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635805851.37901-in_2.wav,m.aqib,i dont have a debt that i know of,i dont have a debt that i know of,I dont have a debt but I know of,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_41.wav,m.aqib,I dont have a lot of debt cards I have a oh thats activation I dont even want back cards for I tell you Ive just lost my son and I dont have good sense right now,i dont have a lot of epic cards i have a oh thats  motivation i dont even want back cards for i tell you ive just lost my son and i dont have good sense right now,I dont have a lot of cards I have Oh thats activation I dont even bought that card for I pay Ive just lost my son and I I dont have good sense right now,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635458916.61444-in_2.wav,m.aqib,I dont have a problem with that,i dont have a problem wit that,I dont have a problem,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635864466.43360-in_2.wav,m.aqib,I dont have a profile with a debt relief program,i dont have a profile with a debt relief program,I dont have a profile with a debt really program,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635884542.1333-in_0.wav,m.aqib,i dont have an account an but i appreciate you calling me,i dont have an account an but i appreciate you calling me,I dont have an account hon but I appreciate you calling me,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636042684.17858-in_9.wav,m.aqib,i dont have any credit card,i dont have any preditcard,I dont have any credit card,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_4.wav,m.aqib,i dont have any credit card debt,i dont have any credit called kept,I dont have any credit card debt,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1634935067.2902-in_9.wav,m.aqib,i dont have any credit card debt and all i do is get these damn phone calls and i dont appreciate it,i dont have any credit card debt and all i do is get these damn phone calls and i dont appreciate it,I dont have any credit card debt And all I do is get these damn phone calls and I dont appreciate it,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635609295.25138-in_3.wav,m.aqib,i dont have any credit card debt thank you very much have a ,i dont have any credit card debt thank you very much have a,I dont have any credit card debts Thank you very much Have a,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636480149.35234-in_8.wav,m.aqib,i dont have any credit card yet,i dont have any credit card yet,I dont have any credit card yet,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1636149955.15160-in_3.wav,m.aqib,i dont have any credit cards i dont have any but i appreciate,i dont have any credit cards i dont have any but i diffliciate,I dont have any credit card I dont have any I just appreciate,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636753492.140226-in_2.wav,m.aqib,i dont have any credit cards i got rid of all of them,i dont have any credit cards i got rid of all of them,I dont have any credit card I got rid wrong of them,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636474548.5795-in_2.wav,m.aqib,I dont have any credit cards sir,i dont have any credit cards sir,I dont have any credit card sir,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636651798.171756-in_2.wav,m.aqib,i dont have any date you asshole ,i dont have any date you ask all,I dont have any debt You asshole all,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635524441.78106-in_5.wav,m.aqib,I dont have any debt ,i dont have any i,I dont have any debt I found many people this was quite wow,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636475563.651-in_1.wav,m.aqib,i dont have any debt at the moment just take my number off your call list thank you,i dont have any debt at the moment just take my number off your calls thank you,I dont have any debt at the moment Just take my number off your call list Thank you,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636566881.25517-in_1.wav,m.aqib,i dont have any debt have a good day and dont call me again by,i dont have any debt have a good day and dont call me again bike,I dont have any pets Have a good day and dont call me again Bye,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636066130.58742-in_2.wav,m.aqib,I dont have any debt I dont have any debt  i dont stop calling  stop calling I dont feel good dont called of feel good good bye,i of i dat i dont of that i dont feel that dont once dont vol me out feel but drunk do don called of fill good good bye,Oh I I dont know I dont know is get probably all feel it Dont dont call me Dont call me out too But So dont call Ill feel good goodbye,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635805776.37360-in_1.wav,m.aqib,i dont have any debt i dont know what we need to speak about goodby,i dont have any debt i dont know what we need to speak about goodby,I dont have any debt I dont know what we need to speak about Goodbye,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636671015.85424-in_7.wav,m.aqib,i dont have any debt o i think,i dont have any debt o i thin,I dont yeah I dont have any pets So I think,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636559923.30627-in_1.wav,m.aqib,i dont have any debt of that,i dont have any debt of that,I dont have any debt hows that,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635541127.114274-in_2.wav,m.aqib,i dont have any debt on my credit card,i dont have any debt on my credit card,I dont have the debt on my credit card,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635013188.49321-in_2.wav,m.aqib,i dont have any debt so i dont have an problem take you,i dont have any met show i dont have an problem take you,I dont have any yet so I no problem Thank you,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636066017.58410-in_1.wav,m.aqib,i dont have any debt so i dont think we have anything to talk about good bye,i dont have any debt so i dont think we have anything to talk about ma,I dont have any debt so I dont think we havent even talk about The nine,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636823084.164635-in_1.wav,m.aqib,i dont have any debt thank you can you,i dont have any debt thank you can you,I dont have any debt Thank you Can you,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048459.40185-in_1.wav,m.aqib,i dont have any debt that you can help me with,i dont have any debt that you can help me with,I dont have any debt that you can help me with Thank you very,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635623896.90729-in_1.wav,m.aqib,i dont have any debt to go i the wrong person,i dont have any debt to go i the wrong person,I dont have any debt youre calling the wrong person,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636564395.62227-in_5.wav,m.aqib,i dont have any debt yet,i dont have any debt yet,because I dont have any gap dude,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1636821877.24118-in_1.wav,m.aqib,i dont have any debts i dont have any debts to listened this conversation thank you by,i dont have any debts i dont have any debts to listened this conversation thank you by,I dont have any debt I dont have any debts in this conversation Thank you Bye,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636566834.13643-in_1.wav,m.aqib,i dont have any debts so you probably dont want to speak to me,i dont have any debts so you probably dont want to speak to me,I dont have any debts So you probably dont wanna speak to me,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636739964.37255-in_1.wav,m.aqib,I dont have any debts thank you bye,i dont have any debts thank you bye,I dont have any debts Thank you Bye,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635196013.15319-in_3.wav,m.aqib,i dont have any i dont have any credit card debt goodby,i dont have any i dont have any credit card bets goodby,I dont have any I dont have any credit card but by,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_86.wav,m.aqib,I dont have any other card,i dont have any other blinds,I dont have any other,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636832960.201000-in_3.wav,m.aqib,i dont have any problem with that because i dont have any credit needed no nothing o were fine thank you,i dont have any problem with that cause i dont have any credit needed no nothing o were fine thank you,I dont have any problem with that because I dont have any credit needed Not nothing Well were fine Thank you,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636577619.95177-in_3.wav,m.aqib,i dont have any test,i dont have any test,I dont have any chance Have,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635200785.34012-in_1.wav,m.aqib,i dont have any thanks anyway,i dont have any thanks anyway,I dont have any anything anyway,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635894926.15659-in_3.wav,m.aqib,I dont have credit card ,i have a cut of to,I dont have a credit card,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635015984.51206-in_2.wav,m.aqib,i dont have credit card debt,i dont have credit card get,I dont have credit card debt,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635199291.22373-in_2.wav,m.aqib,i dont have debt,i dont have let,I dont have that,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636046243.218598-in_8.wav,m.aqib,i dont have no card tall had the card but the noses dont have no information,i dont have no card tall had the card but the noses dont have no intimate,I dont have no charge dont have no cards than the dont count,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635197547.13892-in_2.wav,m.aqib,I dont have no credit card debt I do not have no credit card debt,i dont have no credit card ten i do not have no credit card debt,I dont have no credit card there I do not have no credit card debt,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636579220.8910-in_4.wav,m.aqib,i dont have no credit card i doesnt have any thank you,i dont have no credit card i doesnt have an thank you,I dont have no credit card I doesnt have any Thank you,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_3.wav,m.aqib,i dont have no damned debt,i dont have no damned debt,I dont have no damn debt,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636757412.283424-in_1.wav,m.aqib,i dont have none,i dont hand non,I dont have none,FALSE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1634938056.38876-in_4.wav,m.aqib,i dont have none I dont have none I dont give you ,i dont have none ill land then ill her,I dont have none I dont have that I dont get,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635787196.44623-in_2.wav,m.aqib,i dont have one byby,i dont have one baby,I dont have one Bye bye,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_85.wav,m.aqib,I dont he I cant think of any other cards in looking here I dont have any other card,i dont he i cant think i of any other cards im looking here i dont have any other card,I dont have I cant think I have any other cards Im looking here I dont know have any other card,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637078694.2732-in_2.wav,m.aqib,i dont i dont have any debt  toe,i dont i dont have any met toe,I dont I dont have any debt So,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1634941124.28041-in_3.wav,m.aqib,i dont i dont have fun,i dont i dont have fun,Hi dont I dont have mine,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_21.wav,m.aqib,i dont i dont have it make debt i dont per i pay my bills off in full on a monthly basis i dont have any debt thank you,i dont i dont have it make debt i dont per i pay my bills off in full on a monthly basis i dont have any debt thank you,I dont I dont have any make debt I dont Mkay I pay my bills off in full on a monthly basis I dont have any debt Thank you,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636041424.58673-in_2.wav,m.aqib,i dont i dont haveI dont have any debt form god,i dont a no hat i dont have any debt form god,I dont I know I I dont have any day i forgot,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_10.wav,m.aqib,I dont I dont know too much I really dont owe too much but I know i dont know exactly what I owe either i dont know cerebral gallon i guess,i dont i dont know too much i really dont owe too much but i know i dont know exactly what i owe either i dont know cerebral gallon i guess,I dont I dont owe too much I I really dont owe too much But I no I dont know exactly what I owe Either I dont know a terrible counts I get,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1636064393.16731-in_2.wav,m.aqib,i dont know,an i o,Hey I,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635004141.15255-in_2.wav,m.aqib,i dont know a penny sot wouldnt do me any good,i dont know a penny sot wouldnt do me any good,I dont owe penny So it wouldnt do me any good,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634935064.36477-in_20.wav,m.aqib,i dont know any debt on my account I pay every month,i dont know any debt on my col i pan t every month,I dont have any debt on my card I I taken every phone,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635961026.7384-in_0.wav,m.aqib,i dont know anything about that but what is this about,i dont know anything about that but what is this about,I dont know anything about that the matter what is this about,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637001917.57886-in_2.wav,m.aqib,I dont know anything on credit card,i dont know anything on credit card,I dont know what anything on credit card,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_38.wav,m.aqib,i dont know because there are eight people here and i dont know who you called,i dont know because there are eight people here and i dont know who you called,I dont know Because there eight people here and I dont know who you called,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636395690.94270-in_4.wav,m.aqib,i dont know debt what that you are talking about,i al no dead what that youre talking about,I dont owe no debt what that youre talking about,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_1.wav,m.aqib,I dont know english ,ar not know anti,I dont my,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_18.wav,m.aqib,i dont know how you call find number  to in who the hell I ,i dont know how youll qualify nobody to in te ne who all,I dont know how you qualify nobody But you wanna whos hell i,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048080.38336-in_11.wav,m.aqib,i dont know i am eighty nine   years old,i dont know i made  an year old,I dont know I know its nine zero old,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635890831.3066-in_9.wav,m.aqib,I dont know I cant understand whats going on,i dont know i canon say whichs going on,I dont know I cant understand what going on,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1636480762.9844-in_2.wav,m.aqib,i dont know my sister takes care of all my card so i dont have to,i dont know my sister takes care of all my card so i dont have to,I dont know My sister care of all my card So I dont have the,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_12.wav,m.aqib,i dont know nothing i dont know nothing  i gonna  be in debt,i dont of nothing i dont of nothing i i cond i be in dear,I dont owe that I dont owe that I I could I be in there,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636486474.1192-in_1.wav,m.aqib,I dont know only dead,i dont know only dead,I dont know any that,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636756928.23146-in_5.wav,m.aqib,I dont know six or seven I dont know six or seven ,i dont know six or seven i dont know i kicks have any,No I dont know Six or seven I dont know six or seven,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636758950.287398-in_1.wav,m.aqib,i dont know that i could be a matchbet,i dont know that i could be a mather,I dont know that I could be at Mach,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_13.wav,m.aqib,i dont know what pain every one month it put out e credit card we pay for it every month so we owe nothing and each month,i dont know what pain every one month it put out e credit card we pay for it every month so we owe nothing and each month,I i dont know who what pay I every one month If we use a credit card with pay for month So we owe nothing each,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636401873.66313-in_3.wav,m.aqib,I dont know what the hell youre talking about,i dont been know what the hell youre talking about,I dont know what the hell are you talking about,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635961293.85338-in_3.wav,m.aqib,i dont know what to com,i dont know what to com,I dont know what,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_5.wav,m.aqib,i dont know what you talk in about fallen,i dont know what you told from mat fallen,I dont know what you tell him that power,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635608468.19265-in_2.wav,m.aqib,i dont know what you want,i dont know what you want,I dont know what you want,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635971687.56722-in_5.wav,m.aqib,i dont know what youre talking about,i donnow what youre talking about,I know what youre talking about,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635961251.111101-in_2.wav,m.aqib,i dont know what youre talking about i dont have any such information out there for anybody,i dont know what youre talking about i dont have any such information out there for anybody,I dont know what youre talking about I dont have any such information out there for anybody,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636653783.60801-in_2.wav,m.aqib,i dont know what youre talking about im sorry thank you ,i dont know what youre talking about im sorry si,I dont know what youre talking about Im sorry Thank,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635874746.35051-in_8.wav,m.aqib,I dont know you say I do I dont I dont know,i dont know you say i do i dont i dont know,I dont know you say I do I dont I dont know,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635545071.135530-in_10.wav,m.aqib,i dont lake i make fainmon on time,i dont lake i make fainmon on time,I dont Like Mike pine zone time,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_4.wav,m.aqib,i dont mino mino in english,i group idol mind tender english,Ive got it not no and then in english,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635614087.39113-in_2.wav,m.aqib,i dont need a debt relief but thank you very much,int need a debt relief but thank you very much,I need a debt relief but thank you very much,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635891379.47673-in_1.wav,m.aqib,i dont need any debt relief,i dont need any dead relief,I dont need any debt relief Three,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635788923.33191-in_1.wav,m.aqib,i dont need any help,i dont need any help,I dont need any help,TRUE,TRUE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_5.wav,m.aqib,i dont need anybody i have my credit card take care of by myself all the time perfectly good bye,i dont need anybody i have my credit card take care of by myself all the time perfectly good bye,I dont need Anybody I have my credit card taken care of by myself all the time Perfectly Good goodbye,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636470550.7513-in_3.wav,m.aqib,I dont need anything,i dont need anything,I gotta,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_4.wav,m.aqib,i dont need it i have my credit cards perfect okay,i dont need it i have my credit cards perfect okay,I dont need it I have my credit card Perfect Okay,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636045409.25935-in_2.wav,m.aqib,i dont need my credit card,i dont need my credit card,I dont need my credit card not,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635005675.20180-in_1.wav,m.aqib,i dont need ta relief i i have no debt take on number off your list please,i dont need ta relief i i have no debt take on number off your list please,I dont need to I have no debts take on number off your list please,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_3.wav,m.aqib,i dont need that relief james leave me te fuck alone call somebody else get me on old call left you fuckers bother me all the time im fine,i dont need that relief james leave me te fuck alone call somebody else get me on old call left you quakers bother me all the time im fine,I dont need debt relief James lady me the fuck alone Call somebody else Get me on call list You fuck bought me all the time Im fine,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636583968.82695-in_1.wav,m.aqib,i dont need you i have no idea,i dont need you i have no idea,I dont need you I have no debt,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048080.38336-in_16.wav,m.aqib,i dont no i usually  have someone take care of things for me but no one her,i dont no i closely have someone take care of things for me but no one here,I dont know I usually have someone k Carol Same as for me no ones there,FALSE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635444696.7902-in_0.wav,m.aqib,I dont now that,i dont now that,Hello,TRUE,FALSE
1,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_3.wav,m.aqib,i dont overdues i dont overrun i dont over pardon,i dont over ut i dont overrun i dont over pardon,I dont overdo it I dont know But I dont over Pardon,FALSE,FALSE
