Bot Transcription,Recording URL
are you sure we went out for tricks for something i never forget a sex voice like your,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_1.wav
sky ill have to take you herd for it but what do you want what you name again,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_2.wav
ok unconvinced so how can i help you this is right it is robshoot are from north gossip welcome television star radiostar and intimate sensation what do you want,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_3.wav
whats the nature of this call i hope you have some juice gossip that you want to share,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_4.wav
come on you must have something some gossip ah ill even take wish at our housewife what dyou want,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_5.wav
well being you calling from al a you must see cerebritis all the time just one of them who he seen recently i am on deadline for my column make it short and naughty and night,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_6.wav
what youre not from allay e where you calling me from are there any listed in your time i dont mean the matters wife,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_7.wav
well get a recording and transcribe of this call go ahead and say your name and why your calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635878622.13847-in_0.wav
please remove this number from your failing and contact list thanks and good bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635878622.13847-in_1.wav
a novearit march unaware said the to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635780744.14501-in_2.wav
for what am i supposed to do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_3.wav
so i dont understand what is this about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_4.wav
i dont think i even have any credit cards what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_5.wav
anne wily,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_7.wav
far as i know very for as i know zero,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_9.wav
zero i dont use any credit card zero none none,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_10.wav
sounds good because i dont owe anything and i dont care if somebody calls,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_11.wav
none zero zero,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_12.wav
zero none i dont have any,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635979037.166156-in_14.wav
first fore its started i wont waste so time an il wet you know that i have no doubt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636661107.191868-in_6.wav
dear james i do have a moment to speak,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925840.23072-in_1.wav
pe hit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925840.23072-in_2.wav
oh yes yes yes james james yes just be of course,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925840.23072-in_6.wav
hey jay howe you doing,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925840.23072-in_9.wav
look dad i no gone take your time don call here,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925840.23072-in_11.wav
well i dont carry it debt i pay my ba my all my balance is in full,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636749998.132195-in_1.wav
bu how di they do that now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636749998.132195-in_3.wav
plan good,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636749998.132195-in_7.wav
you on t talk,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636410055.87845-in_1.wav
on go bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636410055.87845-in_2.wav
of you on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636049093.43088-in_0.wav
in regards to ano,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634941996.39543-in_1.wav
hut thats a shame because my phone said youre a scar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635454923.31297-in_2.wav
no im calling to ask you one my bones say youre a slim thats why i held my phone brought you up isa scar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635454923.31297-in_3.wav
oh you turn right you dont have to blame me colon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635454923.31297-in_4.wav
well you know what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635454923.31297-in_5.wav
im sonata get my money back because i aint telling to damned thing,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635454923.31297-in_6.wav
i dont have no damned debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_3.wav
no i mean where geographical,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_5.wav
youre not going to tell me where you are geographical,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_6.wav
why would i trust one that wont even tell me where they are,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_7.wav
with talk to someone wanting t tell me where they are,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_8.wav
could i speak to your supervisor place,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_9.wav
could i speak to your supervisor please could ali to supervise her place,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_10.wav
could i speak to your supervise report,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_11.wav
i i t want to speak to your supervision,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_12.wav
well g if you wont let me talk to your supervisor then the best time for you to call is on hall freeipoer,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_13.wav
its not okay with me because youre an ashore,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_14.wav
my net worth is over a million dollars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_15.wav
ive never paid a plenty of interest on a credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_16.wav
no would you remove this up number from your call lift,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635528563.83102-in_1.wav
you sir,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636042530.125065-in_1.wav
outlays,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636042530.125065-in_4.wav
up yeah i do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635458576.3320-in_1.wav
oh no im fine with my credit cards thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635458576.3320-in_2.wav
to had a an a oe he a,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1636057952.19629-in_0.wav
james is that your name sorry,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635891456.17832-in_2.wav
am last of flow ll we an he out,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635891456.17832-in_4.wav
yeah what you ant,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635525153.42038-in_0.wav
you have a monster facial egg,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635525153.42038-in_3.wav
ah i guess i dont know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_0.wav
zero vera i pay my bills off in full,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_5.wav
can i please repeat what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_6.wav
i pay my bills off in full on a monthly basis i dont have any debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_7.wav
is the card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_16.wav
may of america,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_18.wav
i i dont have it on me right now and i have my lunch on my lap and i cant get up so i cant help to you right now im sorry,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_19.wav
i dont i dont have it make debt i dont per i pay my bills off in full on a monthly basis i dont have any debt thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635965590.10850-in_21.wav
be important to us please stay on the line and an agent will be with you shortly,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1636474327.1510-in_0.wav
we love all wit name money ace ill be waking for to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_4.wav
byebye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_5.wav
yes e,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_7.wav
to on home,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_10.wav
twelve alien,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_11.wav
dish,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636650469.50127-in_12.wav
what is a dat relief program,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635012803.37114-in_1.wav
ah no i guess not i dont think i only go my credit card so i sounds like good,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635012803.37114-in_2.wav
well i think im not a good candidate thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635012803.37114-in_3.wav
all that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634941306.37014-in_0.wav
back your bed,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634941306.37014-in_1.wav
what are you calling about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636759152.167545-in_1.wav
glass didn esch widen west bide,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_0.wav
lets go by and thats all i can say lets go by and youve heard that havent you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_1.wav
lets go by news your lets go by an man james,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_2.wav
i dont need that relief james leave me te fuck alone call somebody else get me on old call left you quakers bother me all the time im fine,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635883868.753-in_3.wav
cut yeah,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_2.wav
absolutely not we have oo any,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_3.wav
what dare you to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_8.wav
right okay,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_9.wav
the first name is bone i n and i e caneshne k o an e c i believe it is,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_10.wav
i dont know what pain every one month it put out e credit card we pay for it every month so we owe nothing and each month,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_13.wav
we have one accountantant thats what well use,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_14.wav
the on fig,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_15.wav
i donto whatever this sir honest people ninety nine percent of the people have we just have a bank account and thats what we pay everything and we a t we do use credit card we pay every mon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_16.wav
from the deeply program you wan,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636140728.9824-in_1.wav
now thank you i just spoke to somebody before,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635521603.53052-in_4.wav
wat he do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635622277.94401-in_2.wav
luck you same,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635622277.94401-in_7.wav
thank you for calling papa john were sorry but this look,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636824456.172198-in_0.wav
thank you for calling papa johnston mainbille this is no all will his be for deliver your carry out,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636824456.172198-in_1.wav
point,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635888789.9406-in_0.wav
just a quiet moment,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635888789.9406-in_1.wav
will they cover any sort of purchases that were made on the card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635888789.9406-in_2.wav
none i dont have any so i dont think you can help me ka,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635459843.29499-in_6.wav
brim of through the power,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636731846.227131-in_0.wav
im sorry this call should have been blocked,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635197841.22535-in_1.wav
and also let you i want of to let you know yea i also one can you hear me ok is it loud enough i want to let you know i tucked your mother up or tat all how about now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_1.wav
twenty thousand dollars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_5.wav
im sorry yes is it ashes,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_11.wav
yes maam,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_13.wav
my name is joe rogers,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_14.wav
a few,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636643501.11498-in_17.wav
e this a castle dont call me any more im sickened tired of it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635197450.20483-in_2.wav
this is for what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636832960.201000-in_1.wav
i dont have any problem with that cause i dont have any credit needed no nothing o were fine thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636832960.201000-in_3.wav
gay what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195947.12510-in_1.wav
i notanygit i know i ben the did,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195947.12510-in_3.wav
i know how hen you did,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195947.12510-in_4.wav
byebye bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195947.12510-in_6.wav
yes so erupt the went who can dint boris met,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203604.45091-in_1.wav
for im aet a year the i never had a credit card a day in my life,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203604.45091-in_2.wav
how you of hold op,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636579243.20105-in_0.wav
hello my names,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637080256.4678-in_1.wav
no thank you we dont need the money,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200755.13334-in_3.wav
i should low,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636732251.108774-in_0.wav
and ive heard from you before youve talked to me before and ive said youve told you before i have no debt dont came again,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636732251.108774-in_1.wav
your garter,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636472159.14407-in_0.wav
how do you know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636495155.27668-in_2.wav
what are don wind,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636495155.27668-in_3.wav
i have no idea you guns called me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636495155.27668-in_4.wav
oh lesser but i can tell you right off i aint got no debt everything i got paid for,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634924737.19061-in_1.wav
yeah pay my light bill my gashbillclu i dont owe nobody anything,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634924737.19061-in_2.wav
may i have no did,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634924737.19061-in_3.wav
the o dam,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461998.31826-in_2.wav
not tell,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636828652.316080-in_1.wav
hey how are you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635443943.10251-in_0.wav
lie one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_5.wav
te thats what they said,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_8.wav
they did say that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_9.wav
thats what i heard yet,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_11.wav
martha washington,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_12.wav
now people dont pay their bills,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636568485.61864-in_19.wav
ball max on four six nine seven o eight lend seven oh nine five eight five five,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636388054.77603-in_0.wav
to i give the look o rep an won able we are taken teno that i cover to  a law on complete of whine union,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635890950.3115-in_2.wav
a jaw ten i give been waiting on your call but jane did you get my letter i dan sa de gay in women de dan jane den do ye member talking to me jane a all right james sky i got to go then okay thanks for calling change,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636576600.26024-in_1.wav
yes do you know me have a great day,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635520828.52563-in_1.wav
yes but first i want to speak to that stupid banged who doesn not had set you record and ye play,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_2.wav
theyre listening,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_5.wav
as a jew boy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_8.wav
and where are you calling from,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_9.wav
jay what time is it now in orlando,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_10.wav
what it taking so long,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_11.wav
simple question can answer hut endow,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_12.wav
do you w what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635519969.6931-in_1.wav
i dont have any test,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636577619.95177-in_3.wav
no i dont i iris went out,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636668410.80668-in_1.wav
how many times i got to say here long,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637078339.2062-in_0.wav
im sorry i go,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636043242.137604-in_1.wav
all gates often,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636043242.137604-in_3.wav
okay just right just suspending it okay i dont i dont mind if he suspended sky thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636043242.137604-in_4.wav
to not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636043242.137604-in_6.wav
a real person,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_2.wav
im sorry youre a real personnotelprs deeply in again fine y form of thebibl of agreeing compatible tea acopetic formal e before time before before yatealenurwis her banana mean any cone rife retain the an was oapivi yet very formal thought the computer said sky and you name you can any you firs over there,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_3.wav
oh met mon well thank you for hanging e  perfect thank you yeah wall we rarely be fan its very hard to see then he papa  the day,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_4.wav
i yellow,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_5.wav
who had it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_8.wav
o  wat it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_12.wav
in i go down the stairs began,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_13.wav
to have a great bad no e,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_14.wav
te though we dog die the more so useless,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_15.wav
o the go no in little i ana good thing oh no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_16.wav
eleven in the river,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_18.wav
i think he could sometimes go dont go backthere he added,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_20.wav
oh balmoral,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_21.wav
a bit of tit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_22.wav
i bet tit was a new u,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_25.wav
there e    h this,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_35.wav
a to ti for my in ii here,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_49.wav
okay  i,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_51.wav
yeah isa a,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_57.wav
yes i have a moment,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634938153.16262-in_1.wav
no because ive never had a credit card in my own line ny lay two i thought it was funny,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634938153.16262-in_2.wav
do to on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635526880.111484-in_18.wav
o why not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635526880.111484-in_21.wav
i know no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635526880.111484-in_26.wav
can ma,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635526880.111484-in_28.wav
yeah o,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635964541.127329-in_1.wav
hi james place yer movie from your calling lift,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635872503.24293-in_1.wav
but theyre basically acting as tremor for he store,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635455130.46794-in_0.wav
conde with any different novel,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635455130.46794-in_1.wav
i  help,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634937209.12465-in_0.wav
i think hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634937209.12465-in_1.wav
pekquic,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634937209.12465-in_3.wav
you on talker spanish,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635950982.888-in_3.wav
sure what can i do for you james,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634927262.28941-in_2.wav
that would be wonderful,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634927262.28941-in_3.wav
i would if i had any a a a debt i i went through the eighties and nineties and ah that taught me a very hard lesson so i am no longer in debt im im taking care my up money very well thank you done,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634927262.28941-in_4.wav
for uphill angry plan bacotoveeia  co apariaa named panel,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635952937.5776-in_0.wav
him in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635462649.36810-in_1.wav
of a minute,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636734187.115488-in_1.wav
do dear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635008439.20223-in_3.wav
no jaws i dont,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636576291.36458-in_1.wav
i o givaperatar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636737771.122432-in_1.wav
won your not debris king trying to get my information col you believe me the,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636737771.122432-in_4.wav
yes eager waters,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636827632.27490-in_3.wav
four thousand dollars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636827632.27490-in_5.wav
roger water,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636827632.27490-in_9.wav
why do you lick used campan,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636827632.27490-in_12.wav
h yeah,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636391400.47259-in_0.wav
completely attic i really,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636747076.252027-in_0.wav
oh i would not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636747076.252027-in_2.wav
this call is being recorded what are you calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636826339.309459-in_1.wav
i saw fed,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636749259.130620-in_0.wav
james james you have called me i told you yesterday and day before i dont now a damned sense so please dont call me again o k,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636749259.130620-in_1.wav
yeah year year youre in charge,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_0.wav
can you i have your mothers person last night,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_1.wav
are you lucid into me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_2.wav
can you suck my dick,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_3.wav
having your,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_5.wav
four three two one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_6.wav
whatever you whatever your mother charges me for a blow job,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636488537.101-in_8.wav
who the uhhuh,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636068247.65232-in_1.wav
theyre trying to get your phone called com,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634925610.23142-in_0.wav
